f_food_id,f_food_name,f_class_name,f_food_desc,f_food_qty,f_food_price
f28001,巧克力舒芙蕾,甜點,麵糊在平底鍋中加入約2大匙的水蓋上鍋蓋以小火蒸煎，一面煎約5-6分鐘。翻面後再加入2大匙的水續煎5-6分鐘再淋上巧克力醬,1,150
f25001,青椒炒肉絲,中式料理,青椒炒肉絲(約4人份),4,35
f25002,肉絲蛋炒飯,中式料理,肉絲蛋炒飯(約2人份),2,80
f20001,咖哩飯,中式料理,先將洋蔥切小塊然後撥開，胡羅菠也切小塊，馬鈴薯切小塊並泡水軟化。將洋蔥跟肉下去炒肉熟後拿出在鍋裡倒水將所有食材加入後完成,1,60
f20002,蔥蛋,中式料理,將蔥切小段+打4顆蛋+1.5匙鹽巴攪拌均勻，平底多先預熱後加入蛋汁，雙面煎焦黃即完成。,1,20
f13001,古早味番茄炒蛋,中式料理,簡單的食材做出最感動的味道,4,80
f13002,辣炒蛤蠣,中式料理,用新鮮蛤蠣搭配辣椒刺激味蕾，讓人一口接著一口,4,120
f08002,牛肉蒸蛋,下飯菜,蒜頭爆香後加入牛絞肉翻炒，加入調味料炒熟取出備用。打蛋液加入少許水混和均勻再放入牛絞肉即可進電鍋。,3,130
f02001,香辣帶勁酸辣粉,麵食,酸辣開胃解膩，秒殺所有路邊攤！,2,80
f24001,打拋豬,中式料理,使用豬絞肉用辣椒、蒜頭、蔥、醬油、魚露調味即完成好吃的打拋豬。,4,85
f02002,冰涼軟糯雪媚娘,甜點,甜而不膩吃到停不下來，在家可以天天做！,2,110
f01001,蔥蛋,小菜,加入3顆蛋,蔥,鹽巴,味素，攪拌後倒入平底鍋,2,120
f23002,糖醋魚,中式料理,好吃的魚,4,90
f23001,炒高麗菜,中式料理,好吃的高麗菜,3,20
f09001,麻婆豆腐,中式料理,好下飯的麻婆豆腐,4,70
f09002,蚵仔麵線,中式料理,充滿古早味的蚵仔麵線,5,85
f15001,古早味鮮蚵豆腐,中式料理,以傳統豆豉為主軸，加入肥美的鮮蚵及新鮮的豆腐，融合而成的一道佳餚。,4,75
f15002,牛肉五色蛋炒飯,中式料理,以白飯為主軸，炒入金黃的雞蛋、鮮美的牛肉、鮮甜的胡蘿蔔絲，融合而成的一道主食。,4,85
f32001,番茄蛋包飯,中式料理,番茄蛋包飯,4,75
f32002,茶碗蒸,小點心,茶碗蒸,2,40
f40002,味噌湯,日式料理,香濃醇厚，能快速上桌的味噌湯，是台灣家庭餐桌上常見的日常湯品。,4,20
f31002,煎牛排,西式料理,香煎蒜香奶油牛排,3,100
f07001,咖哩飯,下飯菜,將紅蘿蔔，洋蔥，馬鈴薯及咖哩塊加入鍋中。,1,95
f36001,奶油高麗菜,下飯菜,一般的高麗菜，加入了奶油後，更添風味。,4,40
f07002,絲瓜炒蛤蠣,下飯菜,將絲瓜及蛤蠣加入鍋中翻炒。,3,150
f36002,乾煎鮭魚,小菜,香煎鮭魚排 ，鮭魚除了蛋白質含量高，也富含豐富油脂，十分營養。,4,120
f27001,白醬蘑菇義大利麵,西式料理,奶油醬+香菇+義大利麵,1,180
f27002,馬鈴薯燉湯,西式料理,馬鈴薯熬的湯,1,60
f19001,涼拌小黃瓜,小菜,將小黃瓜切除頭尾切小塊後拍碎，加入糖半一半然後加入鹽巴、蒜泥、辣椒、白醋攪拌均勻後裝盤。,1,25
f01002,魚湯,中式料理,,2,120
f0301,蒜香四季豆,中式料理,,4,30
f4601,炒蒲瓜,小菜,將蒲瓜、蒜切成適當大小下鍋翻炒中間進行調味炒至熟後方能起鍋,4,20
f1001,鬆餅,甜點,過篩攪拌均勻,1,100
f1002,炒高麗菜,小菜,炒一炒,2,65
f5001,布丁鮮奶茶,飲料,頂級紅茶加入香濃鮮奶配上滑順的布丁,1,50
f5003,玉米炒蛋,下飯菜,家常下飯菜,1,30
f2907,玉米蛋餅,早餐,蛋餅皮一片  鹽1/4匙  玉米適量  蔥花10g  蛋一顆,1,50
f24001,玉米濃湯,中式料理,香濃、順口,4,60
f5005,皮蛋豆腐,小菜,Q彈皮蛋配上滑嫩豆腐,2,30
f24002,德式香腸,西式料理,德式香腸,4,40
f5002,皮蛋炒地瓜葉,下飯菜,Q彈皮蛋配上軟爛的地瓜葉,3,40
f02001,肉蒸蛋,下飯菜,1.絞肉放入調理盆，加入醬油、胡椒麻油，用筷子或湯匙混拌均勻。2.加入2顆蛋打成散蛋倒入絞肉拌勻。3.再加入適量水4.電,2,50
f02002,川燙蝦,中式料理,水和苟几一起放入鍋內，水滾後蝦子下去煮，加適量的鹽巴跟適量的的料理米酒，川燙3～4分鐘後起鍋就可以了，起鍋後可以泡在冷水,3,180
f3001,茄子炒青椒,中式料理,熱鍋，倒入些許橄欖油，爆香薑絲蒜末，放入青椒和茄子翻炒，加進 調料 炒勻，起鍋前淋點醋快速炒勻即可。,3,100
f3002,三杯雞,下飯菜,倒入麻油, 薑片、雞腿、蒜頭和糖加入翻炒均勻, 倒入醬油和米酒煮滾，蓋上鍋蓋 (約10 分鐘)加入九層塔翻炒, 嗆入一大,3,150
f2908,法式吐司,早餐,蛋一顆  吐司一片  糖適量  油適量,1,40
f5008,蒜泥白肉,下飯菜,Q彈鮮美，蒜味濃厚，肥而不膩,2,60
f5006,蝦醬炒高麗菜,下飯菜,鮮脆高麗菜搭配鹹香味濃的蝦醬,2,65
f2830,韭菜炒蛋,下飯菜,將食材洗淨、切小段備用，倒入橄欖油熱鍋，放雞蛋炒半熟，將蛋放入碗中，將韭菜倒入快炒，加蛋、加鹽巴拌勻,3,40
f14001,醬油香煎雞腿排,中式料理,,4,85
f14002,蜂蜜法式吐司,甜點,,4,25
f1905,煎雞蛋豆腐,中式料理,雞蛋豆腐1盒 橄欖油適量,2,40
f1801,香煎鮭魚,中式料理,準備油、鹽巴、鮭魚,2,160
f1802,醬油炒蛤蜊,中式料理,準備油、醬油、蛤蜊、味精、九層塔、蒜頭、薑,2,186
f32001,蔥爆牛肉,下飯菜,下飯,4,45
f32002,滑蛋,小菜,配菜,4,45
f3102,青江菜炒杏鮑菇,中式料理,將青江菜及杏鮑菇拌炒,2,40
f2822,絲瓜炒紅蘿蔔,下飯菜,將食材清洗、切條，倒入橄欖油熱鍋，放入紅蘿蔔、薑絲爆香，放入絲瓜翻炒，倒入些許水炒熟，加鹽巴拌勻，完成,3,45
f4702,嚴選彰化芭樂牛奶巧克力拉花,飲料,芭樂牛奶,1,50
f4402,中式開陽窩心白菜,中式料理,燉白菜,3,60
f4802,頂級新竹豬肉貢丸湯,中式料理,一道美味的湯品。,4,50
f3502,蔥蛋,下飯菜,油、鹽、蔥、蛋,4,25
f20002,太陽蛋,小菜,開大火熱鍋，倒適量的油，然後關小火。 打雞蛋入鍋，等待蛋清基本凝固，蓋上鍋蓋悶一下，完成裝盤。,1,20
f6201,菜脯蛋,中式料理,準備油、菜脯、雞蛋,1,30
f6202,乾拌麵,中式料理,準備麵條、水、醬油、辣醬,1,55
f20001,金沙豆腐,中式料理,熱鍋後倒入油，將切塊的豆腐放入，煎至金黃色後取出備用。 放入蒜末爆香，放入鹹蛋蛋黃炒至起泡， 加入先前的豆腐再撒上蔥。,4,45
f1503,蝦仁蒸蛋,下飯菜,蝦仁2斤 蛋2顆 醬油3湯匙 黑胡椒粒1小匙 水(約150毫升) 香油1小匙 ,4,35
f1504,麻辣意粉,麵食,豬肉片2斤 水750毫升 意粉1把 蒜頭20顆 鹽1小匙 油1小匙 麻辣醬150公克 蔬菜1把,1,200
f2201,嫩煎雞蛋豆腐,中式料理,將豆腐切成適當大小下鍋中間進行調味熟後方能起鍋,4,33
f2202,薑絲蛤蜊湯,中式料理,將蛤蜊下鍋中間進行調味熟後方能起鍋,4,55
f5004,蛤仔湯,中式料理,新鮮肥嫩的蛤仔湯，清爽去油膩,4,55
f01332,蔬菜沙拉,西式料理,把切好的生菜與汆燙好的甜椒以及玉米拌在一起，最後加入沙拉醬,2,45
f01335,黑胡椒醬炒肉片,中式料理,先把切好的洋蔥與甜椒先下，再把切好的雞肉片下去，最終再加入黑胡椒醬做調味,2,70
f3501,炒A菜,下飯菜,油、鹽、蒜、A菜,4,25
f5007,番茄炒蛋,下飯菜,滑嫩炒蛋加上番茄，酸甜好滋味,2,30
f1906,味噌豆腐湯,中式料理,豆腐1盒 蛋1顆 味噌2大匙,4,50
f4602,炒茄子,下飯菜,將茄子、蒜切成適當大小用水煮軟茄子後下鍋翻炒中間進行調味炒至熟後方能起鍋,4,30
f4401,四川省麻辣麻婆豆腐,下飯菜,四川省麻辣麻婆豆腐,3,40
f4801,香煎雞蛋佐彰化黑金菜脯,中式料理,一道美味的料理。,3,80
f39,牛排,西式料理,Step1:先牛排常溫退冰30分鐘， Step2:以紙巾擦拭牛排表面血水， Step3:將油倒至鍋中至高溫， Step4:牛排下鍋前再次紙巾擦拭， Step5:,3,300
f4701,黃金焦糖烤布蕾,小點心,牛奶與蛋製作的點心,2,50
f3802,什錦百匯海鮮豬肉鍋,中式料理,Step1:先將水至鍋中煮滾，加入切塊玉米及麻辣湯包作為湯底， Step2:將花椒撈起，以免苦味， Step3:加入高麗,6,200
f3101,韓式煎五花肉,中式料理,將五花肉利用韓式辣醬醃漬入味，並香煎,2,80
f5301,香炒雞蛋佐羅東有機三星蔥,中式料理,好吃蔥花蛋,1,50
f3902,芥藍牛肉,中式料理,Step1:將沙拉油及牛肉置入鍋中，大火拌炒1分鐘撈起。 Step2:隨後加入蒜片、辣椒絲、洋蔥進行爆香， Step3:,1,120
f5302,富山蝦佐長野縣大王山葵,中式料理,好吃蝦蝦,3,200
f3801,皮蛋豆腐,小菜,Step1: 先將嚴選黃豆豆腐切塊， Step2:將皮蛋均勻切半，完整地放置豆腐上， Step3:淋上適度醬油膏， St,1,80
f6101,番茄炒蛋,中式料理,油、鹽巴、糖、番茄醬、蔥、雞蛋、番茄,4,60
f0302,菜補蛋,小菜,,2,25
f6102,炒高麗菜,中式料理,油、鹽巴、辣椒、蒜、高麗菜,2,45
f2509,清炒蒜味海鮮義大利麵,西式料理,清炒蒜味海鮮義大利麵,1,40
f2510,香甜鮮奶茶,飲料,牛奶與紅茶的完美比例,1,40
f3702,豬肉丼飯,日式料理,特調醬汁+豬肉+蛋花+白飯,1,99
f3703,牛肉丼飯,日式料理,特調醬汁+牛肉+蛋花+白飯,1,99
f28,黃瓜細捲,日式料理,將黃瓜切成四分之一條狀，再把海苔平放在竹簾上，將飯鋪平，黃瓜放上去，捲起。即完成,1,40
f1901,可可,飲料,可可,10,40
f1601,香菇雞湯,中式料理,是一碗讓人想念的雞湯,6,100
f33,味噌湯,日式料理,準備1000cc水，放入洋蔥絲與蘿蔔片煮滾，煮滾後加入100g的味噌與一盒豆腐及海帶芽，一匙的柴魚精，煮滾攪勻即可關火。,1,60
f35,生鮭魚丼飯,日式料理,米飯煮熟後，將飯裝入碗中，再將鮭魚片放在飯上即完成。,1,150
f30,玉米軍艦,日式料理,米飯煮熟後，將18g的米飯握成橢圓形，把七切海苔圍繞在飯的側邊。將玉米力與美乃滋拌勻，挖一匙放置飯上即完成。,1,40
f3704,味噌湯,日式料理,味噌湯+豆腐+海帶芽+洋蔥,1,20
f1301,煎雞蛋豆腐,小菜,,2,40
f3705,溏心蛋,日式料理,蛋+醬油,1,20
f3401,肉鬆麵,小菜,,1,35
f2201,肉燥,下飯菜,肉燥,5,30
f2202,綜合滷味,下飯菜,滷蛋 豆干 油豆腐,2,40
f3201,起司蛋堡,早餐,漢堡加蛋加起司。,1,65
f2901,雞胸肉沙拉,西式料理,好吃零負擔的雞胸肉沙拉,1,110
f3202,蘿蔔糕,早餐,原味蘿蔔糕。,1,35
f0101,起司蛋土司,早餐,吐司加蛋加起司,1,40
f101,蒜泥白肉,中式料理,,1,130
f0102,豬肉蛋饅頭,早餐,饅頭加蛋加豬肉,1,45
f0701,鮮奶茶,飲料,鮮奶加上紅茶,1,35
f1302,沙茶羊肉炒空心菜,中式料理,,4,120
f2001,素食咖哩麵,麵食,素食咖哩配上新鮮蔬菜以及Q彈的關廟麵,10,180
f0702,煎餃,早餐,高麗菜豬肉餃,1,30
f351,鮭魚握壽司,日式料理,將鮭魚放上捏好的壽司米上，即可完成,1,60
f4601,菜脯蛋,中式料理,,4,25
f2601,奶酪,甜點,好吃又濃郁的手工奶酪,4,45
f1602,西米露,甜點,有牛奶和椰奶就是讚,6,30
f1801,海鮮貢丸湯麵,麵食,海鮮貢丸湯麵,5,125
f3101,玉米濃湯,中式料理,簡單又容易的玉米濃湯,2,140
f4602,肉絲炒飯,中式料理,,3,90
f0601,白醬海鮮義大利麵,西式料理,好吃東東,2,200
f0401,炒泡麵,早餐,健康又好吃喔,1,120
f14,豚骨拉麵,日式料理,先熬煮豚骨湯，再煮拉麵，放入碗中，把木耳 叉燒燙熟、再將青蔥洗淨後切成蔥花，裝飾即可完成,1,190
f2902,法式吐司,西式料理,簡單好吃的法式吐司,1,65
f0602,冰淇淋鬆餅,甜點,好吃東東,2,200
f2002,柚子酸奶,飲料,韓國進口的柚子醬配上酸酸甜甜的酸奶，蹦出新滋味。,1,59
f4401,好滑好嫩,西式料理,好吃,1,300
f3801,大雞堡,早餐,健身必吃,1,180
f1701,珍珠奶茶蛋糕,蛋糕,6吋,4,75
f0402,鮪玉蔥油餅,早餐,健康又好吃喔,1,95
f0301,煎蔥抓餅,早餐,蔥抓餅,1,40
f1902,泰式鮮奶茶,飲料,泰式鮮奶茶,10,75
f2602,香蕉牛奶,飲料,健康美味的香蕉牛奶,1,80
f0302,組合餐,早餐,雞蛋、培根及火腿,1,95
f1502,柳橙檸檬氣泡水,飲料,,1,70
f0901,白飯,小菜,香甜濕潤的白飯,1,13
f1501,香蕉蛋糕,蛋糕,,1,120
f4402,嘎逼拉發,飲料,好喝,1,180
f1201,豬肉滑蛋咖哩,日式料理,,20,178
f3802,奶香世家,飲料,喝到你心坎裡,1,80
f3102,海苔飯糰,日式料理,美味的海苔飯糰,2,50
f4101,皮蛋豆腐,小菜,,1,50
f1202,滑蛋咖哩豬排,日式料理,,20,198
f4102,番茄炒蛋,中式料理,,1,70
f4501,紅茶拿鐵,飲料,紅茶+牛奶,1,50
f4502,玉米濃湯烏龍麵,日式料理,玉米濃湯包+烏龍麵,1,90
f102,珍珠鮮奶茶,飲料,,1,45
f2301,老奶奶檸檬蛋糕,甜點,,5,200
f2302,蜜香紅茶,飲料,,1,100
f0902,燙花椰菜,小菜,新鮮的綠色青菜,1,10
f1702,木瓜牛奶,飲料,,1,50
f1102,奇異果氣泡飲,甜點,,1,70
f1101,熔岩巧克力,甜點,,6,65
f17901,日式咖哩,日式料理,雞胸肉 紅蘿蔔 地瓜 馬鈴薯 青花菜 玉米筍 咖哩,7,270
f17902,蛋沙拉三明治,日式料理,馬鈴薯 美乃滋 雞蛋 紅蘿蔔 全麥麵包 ,5,64
f0201,紐約重乳酪蛋糕,蛋糕,,6,90
f0202,耶加雪夫精品拿鐵,飲料,,1,95
f2701,紅茶,飲料,茶香濃厚的紅茶,1,20
f2702,綠茶,飲料,新鮮綠茶葉,1,20
f2703,鮮奶茶,飲料,茶香濃厚的紅茶加上香醇的鮮奶,1,40
f0903,香煎鯛魚,小菜,又香又嫩的新鮮鯛魚,1,25
f0904,水煮蛋,小菜,新鮮不乾澀的蛋,1,10
f1802,拿鐵,飲料,牛奶和黑咖啡,3,55
f4702,香蕉牛奶,飲料,香蕉牛奶,1,60
f0801,蒸地瓜,小菜,香甜可口的地瓜,1,15
f0802,炒高麗菜,小菜,又脆又甜的新鮮蔬菜，雖然是炒的其實是少油少鹽,1,25
f0803,水煮雞胸肉,小菜,鮮嫩多汁的雞胸,1,50
f2403,香煎牛肉餐盒,小菜,粒粒分明的白飯，配上小火慢煎的牛肉，再加上炒高麗菜、地瓜、花椰菜、玉米筍、溏心蛋、炒鴻喜菇,1,170
f0905,香煎鯛魚餐,中式料理,香鮮鯛魚配商營養均衡的蔬菜,1,160
f4701,當季蔬菜,中式料理,現炒蔬菜,2,50
f2401,燙玉米筍,小菜,新鮮美味的玉米筍,運用水煮的方式保留鮮甜的味道,1,10
f2402,香煎牛肉,小菜,牛肉搭配蒜片的完美組合,你值得一試,1,60
f2704,炒鴻喜菇,小菜,鴻喜菇加上蔥跟蒜頭拌炒,1,20
f0804,健康水煮雞胸餐盒,中式料理,新鮮蔬菜配上健康水煮雞胸肉,1,115
f2705,香煎里肌餐盒,小菜,香噴噴的白飯，鋪上小火慢煎的豬里肌，再加上炒高麗菜、地瓜、花椰菜、玉米筍、溏心蛋、炒鴻喜菇,1,150
f2706,香煎里肌,小菜,小火慢煎的里肌肉,1,40
f4201,香腸蛋炒飯,中式料理,,5,60
f4202,精力湯,中式料理,,5,55
f3402,紅茶鮮奶,飲料,,1,45
f2101,滑蛋咖哩,日式料理,,20,158
f2102,滑蛋咖哩雞排,日式料理,,20,198
f10,玉米濃湯,虛擬貨幣,玉米濃湯,1,105
f401,水餃,虛擬貨幣,水餃,1,60
f54,泡菜飯捲,韓式料理,泡菜,1,90
f47002,肉鬆飯捲,韓式料理,內容物:肉鬆,1,80
f47003,鮪魚飯捲,韓式料理,內容物:鮪魚,1,80
f47004,燒肉飯捲,韓式料理,內容物:醬燒牛肉,1,120
f51,雞排飯捲,韓式料理,內容物:雞排,1,100
f52,貢丸湯,中式料理,內容物:貢丸 芹菜,1,30
f53,蛋花湯,中式料理,內容物 蛋花 蔥花,1,25
f47001,起士飯捲,韓式料理,內容物:起士,1,80
f34003,三色起士熱狗飯糰,中式料理,三色起士熱狗加上米飯繃出新滋味,1,85
f34004,茄風熱狗飯糰,中式料理,茄風熱狗加上米飯繃出新滋味,1,85
f34002,美式原味熱狗飯糰,中式料理,美式原味熱狗加上米飯繃出新滋味,1,85
f03001,可可糯米小方,小點心,好吃的糯米麻糬,1,180
f34005,紐約客辣味起士熱狗飯糰,中式料理,紐約客辣味起士熱狗加上米飯繃出新滋味,1,85
f34006,和風唐揚雞球飯糰,中式料理,和風唐揚雞球加上米飯繃出新滋味,1,85
f34007,辣味炸雞球飯糰,中式料理,辣味炸雞球加上米飯繃出新滋味,1,85
f34008,韓式炸雞飯糰,中式料理,韓式炸雞加上米飯繃出新滋味,1,85
f34009,香酥雞塊飯糰,中式料理,香酥雞塊加上米飯繃出新滋味,1,85
f34010,鹹酥雞飯糰,中式料理,鹹酥雞加上米飯繃出新滋味,1,85
f44004,oreo蛋糕,小點心,好吃的oreo蛋糕,1,85
f44003,法式蜜糖土司,甜點,好吃的蜜糖土司,1,120
f50005,希露卡公主的下午茶,甜點,好吃的熱壓吐司,1,100
f50006,波波王子的午後特調,甜點,好喝的貴族奶茶,1,80
f34001,蛋沙拉三明治,早餐,,1,60
f40001,煎雞胸肉,中式料理,,1,200
f34002,瑞士起司薯餅,小點心,,1,35
f28001,葡萄柚多多氣泡飲,飲料,,1,70
f28002,人氣水果三明治,甜點,,1,110
f40002,煎雞蛋豆腐,中式料理,,1,100
f01001,焗烤馬鈴薯,小點心,蒸熟馬鈴薯，鋪上乳酪絲考至溶化。,1,150
f01002,煎餃,中式料理,半煎煮的方式烹調熟水餃。,1,60
f35001,玉米濃湯,西式料理,,8,50
f35002,鬆餅,甜點,,3,50
f38001,焗烤玉米厚片,早餐,將玉米與乳酪絲放在土司上，再放入烤箱烤10~15分鐘,1,55
f41,法式吐司,西式料理,將砂糖、雞蛋、牛奶融合，放入吐司吸滿混合好的牛奶蛋液，熱鍋加入奶油，等待奶油融化，將吐司放入煎至金黃色,1,35
f2401,白酒蛤蜊義大利麵,西式料理,義大利麵、蛤蜊、九層塔、黑胡椒、奶油、蒜頭,1,199
f4001,香菇雞湯,中式料理,雞肉1盒、米酒0.01罐、鹽巴0.01包、香菇6顆、白開水500毫升,3,90
f54002,炸湯圓,小點心,地瓜粉15克 , 紅白湯圓100克 , 花生糖粉20克 , 蛋白15克 , 葵花油100克,2,40
f1602,熱狗蛋吐司,早餐,吐司兩片、熱狗兩根、蛋一顆、生菜,20,30
f47005,泡菜飯捲,韓式料理,內容物:泡菜,1,80
f47006,雞排飯捲,韓式料理,內容物:雞排,1,120
f47007,蛋花湯,韓式料理,內容物:雞蛋,1,35
f47008,貢丸湯,韓式料理,內容物:貢丸,1,35
f1501,清炒高麗菜,中式料理,高麗菜半顆、水半碗、鹽巴適量、雞粉適量、油適量,1,100
f32-2,豆漿紅茶,飲料,香甜紅茶加上研磨豆漿,1,50
f36-1,鮮奶茶,飲料,將紅茶與鮮奶，並按照黃金比例添加、混合,1,60
f36-2,媽媽蛤蜊海鮮麵,麵食,1先將泡麵放入鍋中約7分鐘後 撈出放入盤中2再來將青菜及蛋放入鍋中 約7分鐘後撈出3鍋子換水放雞肉8分鐘後撈出擺盤,1,170
f30002,蔥抓餅加蛋,早餐,蔥抓餅 蛋,1,60
f3502,炒三鮮,小菜,炒三鮮,5,150
f10001,白蝦鐵板麵,中式料理,,1,110
f10002,水果可麗餅,甜點,,1,120
f1601,牛肉炒蛋,中式料理,牛肉、雞蛋、醬油、葵花油,1,250
f1201,剝皮辣椒雞湯,中式料理,剝皮辣椒罐頭、雞湯,1,199
f02001,金桔檸檬愛玉冬瓜茶,飲料,金桔檸檬愛玉加冬瓜茶,10,50
f32,奶蓋紅茶鮮乳,飲料,原味紅茶搭配濃醇香牛奶最對味,1,55
f4301,焗烤芝士蛋,小點心,超好吃的,1,35
f02002,蕃茄肉醬義大利麵,飲料,將預先熱好的肉醬包倒入起鍋的麵條就完成了。,5,50
f1501,重乳酪蛋糕,蛋糕,奶油25克 玉米粉1包 砂糖50克 酸奶油1包 蛋黃液50克 檸檬汁15克 乳酪250克 鮮奶油30克 消化餅1包,1,450
f0502,Oreo生乳酪蛋糕,蛋糕,Oreo粉75克 奶油30克 砂糖40克 乳酪120克 鮮奶油200克 消化餅1包 Oreo餅乾1包,1,420
f38002,起司雞蛋捲,小點心,先將蛋打散後，開始煎蛋，煎至半熟後放上起司片，再將蛋捲起,1,65
f2702,海苔飯捲,日式料理,海苔、白飯、美乃滋、鮪魚罐頭、泡菜,1,89
f2203,鮪魚沙拉,日式料理,美乃滋、鮪魚罐頭,1,70
f3003,焦糖蘋果生乳酪,蛋糕,奶油25克 消化餅1包 蘋果1顆 砂糖60克 乳酪180克 鮮奶油100克 檸檬汁20克 吉利丁凍30克 牛奶10克 杏,1,400
f2204,地瓜牛奶,小點心,地瓜、牛奶,1,79
f2705,地瓜泥吐司,小點心,地瓜、牛奶、吐司,1,115
f1206,草莓香蕉果昔,小點心,草莓果昔粉、香蕉、覆盆莓、優酪乳,1,169
f51001,辣雞丁義大利麵,西式料理,雞丁炒辣配搭義大利麵,1,150
f46001,焗烤鮪魚土司,小點心,,1,55
f13002,水果鍋煎鬆餅,甜點,,1,320
f46002,焗烤火腿土司,小點心,,1,55
f4701,爆漿芝心蛋餅,早餐,奶油、蛋、起司、蛋餅皮,1,45
f51002,辣雞肉義大利麵,西式料理,辣椒配搭雞丁義大利麵,1,150
f13001,滑蛋咖哩蛋包飯,中式料理,,1,135
f1101,奶油培根義大利麵,西式料理,濃而不膩的奶香配上炙燒培根,1,280
f4502,板烤芝士吐司,早餐,無情,1,45
f1102,可可奶泡,飲料,巧克力的甜融化在心裡,1,80
f1103,香煎鮭魚,日式料理,用最簡單的調味彷彿讓鮭魚回到大海中,1,150
f1104,可樂雞翅,日式料理,可口可樂讓你每一口都很樂,1,200
f4302,焗烤鮭魚丁,小菜,挪威森林,1,120
f1105,芭那那謬可,飲料,美味香蕉與香醇牛奶的搭配，令人愛不釋手的濃醇香,1,80
f1106,披著照燒的豬蔥蔥忙忙的來了,日式料理,濃郁的照燒醬汁配上特級豬肉，Um..Oyishi！,1,200
f4702,奶油鮭魚麵,麵食,奶油、蛋、起司、泡麵、鮭魚丁,1,150
f1107,古早味蔥蛋,中式料理,傳承媽媽30年來的好手藝，簡單的美味,1,80
f1801,牛排佐蒜片,西式料理,牛排、蒜頭、沙拉油、奶油、玫瑰鹽,1,449
f1108,波麗士大人,中式料理,用最真誠的手法將波菜炒出鮮甜味,1,120
f3401,烤餅乾,餅乾,原味與巧克力餅乾,5,55
f1802,照燒雞翅,中式料理,雞二節翅、照燒雞翅醬、沙拉油,1,199
f3901,奶油菇炒四季豆,下飯菜,用奶油拌炒四季豆與雪白菇,1,110
f3902,薑絲蛤蜊湯,中式料理,鮮美的蛤蜊 feat薑絲的嗆辣,2,145
f2001,馬茲摩拉乳酪絲佐馬鈴薯球,其他,,1,120
f2002,益力多美式鬆餅,甜點,,3,39
f03002,coco pancakes 美式鬆餅,甜點,好吃鬆餅,1,150
f2102,雪Ｑ餅,餅乾,雪Ｑ餅,3,130
f2101,杏仁瓦片,餅乾,杏仁瓦片,2,120
f3402,鹽可頌,小點心,包有鹽奶油的可頌麵包,5,24
f48001,鮮奶茶,早餐,鮮奶茶,1,70
f48002,鐵板麵,早餐,鐵板麵,1,100
f48003,煎餃,早餐,煎餃,1,100
f48004,蘿蔔糕加蛋,早餐,蘿蔔糕加蛋,1,110
f48005,肉鬆蛋餅,早餐,肉鬆蛋餅,1,90
f48007,薯條,早餐,薯條,1,90
f48006,薯餅蛋吐司,早餐,薯餅蛋吐司,1,110
f48008,香脆吐司角,早餐,香脆吐司角,1,90
f48009,蔥抓餅加蛋,早餐,蔥抓餅加蛋,1,120
f48010,大亨堡,早餐,大亨堡,1,125
f3301,炸雞蛋豆腐,日式料理,用氣炸鍋炸雞蛋豆腐,3,40
f1402,蛤蠣湯,小菜,蛤蠣一斤 薑五克 九層塔五克,1,200
f3302,炸湯圓,小點心,用氣炸鍋炸湯圓,4,50
f0401,紅色蔬果汁,飲料,用紅色蔬果搭配薑和檸檬皮調味榨成汁,4,85
f0402,綠色蔬果汁,飲料,用綠色蔬果搭配薑和檸檬皮調味榨成汁,4,60
f3601,起司牛肉熱壓吐司,西式料理,牛肉絲、乳酪起司、蛋、吐司、醬油、辣椒,1,115
f4501,香煎奶油金針菇,小點心,最原汁原味的金針菇,1,55
f31,奶油吐司條,甜點,酥脆吐司條搭配奶油白糖是絕妙組合,1,60
f32-1,開胃辛拉麵,麵食,香辣 Q彈的泡麵 加上  圓滑的雞蛋,1,60
f39001,皮蛋豆腐,小菜,黑豆腐置入盤上依序放入皮蛋併淋上醬汁最灑上柴魚片即完成,2,60
f42,奶蓋厚奶茶,飲料,將奶茶包加入常溫水沖泡開，拿出杯子加入牛奶使用打泡機至綿密，將茶包取出依個人喜好加入牛奶再蓋上奶蓋,1,25
f39002,麻辣鍋牛肉麵,麵食,1放熱水開火煮2水滾之後放下調味油包粉包攪拌到溶解3放下泡麵打一顆蛋在旁邊4攪拌一下麵下青菜,1,100
f2901,熔岩巧克力蛋糕,蛋糕,熔岩巧克力蛋糕,6,60
f1602,玉米濃湯,中式料理,康寶玉米濃湯、雞蛋,1,150
f17,起司菇菇雜炊,其他,用小火加熱牛奶，微微沸騰後加入胡椒、鹽巴調味，加入飯糰拌勻，加入鴻禧菇、洋蔥煮熟後加入起司片拌勻收汁後即可盛盤。,1,170
f2902,蜂蜜檸檬馬德蓮,蛋糕,蜂蜜檸檬馬德蓮,5,30
f19,野菇起司燉飯,其他,油熱鍋，加入菇類、洋蔥拌炒，微焦後放入無鹽奶油、雞高湯、鹽水和白飯，最後加入牛肝菌粉，收汁關火，加入牛奶拌勻，擺上起司片,1,188
f1502,蜂蜜吐司脆角,小點心,奶油30克 砂糖10克 蜂蜜10克  吐司3片,1,80
f0501,嫩肩牛排,西式料理,牛排1份,2,390
f3001,香煎蔥蛋,中式料理,蛋一顆 鹽巴一匙 油一匙 蔥一把,1,15
f24002,奇異果蘋果冰沙,飲料,,1,70
f24001,新鮮水果茶,飲料,,1,70
